Date,portfolio_nav,SPY_nav,QQQ_nav,NVDA_value,TSM_value,AMD_value,AVGO_value,MSFT_value,GOOGL_value,AMZN_value,META_value,ANET_value,PLTR_value
2023-02-28,723638.3681,842956.2915,736216.4253,260734.4131,69629.7838,54091.5739,51505.6726,88044.9614,61598.6169,27277.5137,56234.9300,33491.4349,21029.4677
2023-03-01,716210.5521,839722.9391,730297.8978,254916.8780,70709.3989,53891.9480,51443.2590,86932.9977,61803.8180,26681.1875,55746.3174,33457.6297,20627.1180
2023-03-02,728985.1994,846253.7069,736341.7920,261835.0470,71197.1951,55371.9297,51883.5435,88641.5140,62925.5286,26669.6081,56103.1371,32979.5266,21378.1696
2023-03-03,748569.1325,859825.5117,751564.7635,268303.9629,71804.9835,56115.3579,54839.7720,90117.0501,64054.0896,27471.4635,59549.1063,33969.5380,22343.8088
2023-03-06,745843.0065,860421.2433,752417.4446,264530.4591,71637.0381,55867.5520,54853.6359,90674.7891,65066.3573,27138.5633,59436.5929,34428.3270,22209.6918
2023-03-07,740354.7304,847232.1234,743188.3612,261587.4704,71053.2520,56521.4948,54180.2289,89714.6256,64197.7162,27080.6686,59311.2315,34498.3507,22209.6918
2023-03-08,756125.0801,848614.9630,746900.0595,271618.2950,72636.6713,58765.5600,54796.4338,89555.7800,64464.4707,27187.7740,59459.0906,35833.6614,21807.3433
2023-03-09,739965.8753,832957.9960,733959.2777,263249.9178,71077.2479,57843.1507,53952.2901,89068.6500,63144.3988,26704.3463,58404.7276,35894.0281,20627.1180
2023-03-10,726714.9193,820938.8722,723651.7438,257959.3094,69773.7333,56906.9765,53285.8168,87751.9485,61988.4836,26264.3407,57703.9661,35365.2191,19715.1253
2023-03-13,731448.3636,819768.9439,729018.7981,257970.5161,70165.5910,56452.6596,53427.9558,89633.4456,62316.8021,26756.4524,58150.7865,35464.2176,21109.9369
2023-03-14,761018.6962,833319.8232,745771.3687,270292.7983,71405.1315,60197.3513,54813.7698,92058.5521,64272.9651,27465.6727,62368.2435,36980.6284,21163.5834
2023-03-15,766649.5586,828107.8320,749683.8722,272146.2094,69333.8968,61732.4033,54257.3589,93699.9793,65736.6687,27847.7835,63567.2673,37137.5840,21190.4074
2023-03-16,801975.3685,842637.1278,769445.8688,286894.7939,71784.8854,66495.8747,55163.9024,97498.2613,68616.1865,28959.3802,65875.2843,39281.8061,21404.9936
2023-03-17,803142.8076,832784.4300,765809.6870,288961.5821,71921.5394,67349.4435,54684.6353,98638.4400,69505.3524,28643.8481,62879.3489,39421.8572,21136.7608
2023-03-20,804258.3354,840792.3034,768527.3448,290927.2742,72379.7431,66640.4303,55788.7805,96096.8433,69231.7633,28284.8960,63586.5419,39648.8365,21673.2263
2023-03-21,816027.7048,851832.4012,779503.6834,294285.8962,74357.2382,66034.6727,55582.7724,96644.0004,71762.4639,29124.3826,64984.8616,40585.7286,22665.6881
2023-03-22,815746.7100,837311.5026,768903.9911,297307.5031,74453.7088,67170.4729,55073.8613,96118.0294,70702.3068,28571.4786,64229.4549,40097.9648,22021.9295
2023-03-23,834022.1577,839575.1744,778021.8282,305428.7760,76037.3076,69029.0511,55799.2555,98013.6228,72227.5639,28574.3740,65666.3486,40902.0495,22343.8088
2023-03-24,826924.9855,845084.4558,780885.2141,300800.8838,74590.3628,67425.1639,55532.1436,99040.8534,72118.1419,28406.4762,66222.4642,40793.3902,21995.1056
2023-03-27,815462.0070,846664.6310,775535.2446,298015.1316,72878.1493,66502.7598,54717.7098,97561.8084,70079.8848,28380.4242,65203.4520,40556.7538,21565.9332
2023-03-28,809010.5741,844764.2086,771415.7729,296656.0150,72998.7120,65091.6134,54530.9159,97155.8364,69101.8112,28148.8409,64509.1120,39359.0772,21458.6401
2023-03-29,823100.6923,857042.6318,785481.8128,303103.6125,74566.2451,66144.8081,54600.7553,99019.6673,69348.0409,29020.1704,66010.2954,39238.3438,22048.7534
2023-03-30,831326.1541,862060.8088,792916.6773,307585.4104,74333.1205,67376.9786,55320.8963,100269.3017,69006.0532,29526.7569,66810.7174,39235.9305,21860.9886
2023-03-31,844198.9431,874211.3768,806103.2777,312011.1322,74775.2457,67466.4692,56000.8941,101769.5217,70948.5364,29900.1838,68128.6662,40532.6057,22665.6881
2023-04-03,844314.4878,877542.5167,804144.1395,212478.1557,84256.5456,66536.7584,59179.5868,126159.9019,101919.1422,50220.3985,67896.0012,42179.7733,33488.2244
2023-04-04,839837.5809,872673.7974,801431.5525,208587.9609,83648.4806,66061.3025,58437.1711,126137.9134,102270.7287,50975.5892,68421.7813,41928.3140,33368.3392
2023-04-05,824549.5688,870388.7939,793519.4050,204241.9131,81860.6263,63780.4717,57939.7627,124890.4984,102026.5714,49577.9908,67389.3427,40952.6510,31889.7408
2023-04-06,833794.4345,873784.0645,798869.2965,205427.1949,81896.9236,63718.4578,57353.0042,128079.3055,105884.1748,50048.7606,68861.5289,40195.7601,32329.3242
2023-04-10,838060.0618,874681.0141,798417.2897,209545.3379,80789.7145,65792.5650,57790.5300,127108.6369,103950.4937,50102.7033,68431.3470,41020.5461,33528.1874
2023-04-11,828267.2931,874915.8665,793293.3236,206430.1558,80989.3823,64793.4079,57254.4432,124227.2694,102885.9827,48999.3355,68144.5574,40135.4085,34407.3504
2023-04-12,817328.3979,871349.6710,786285.3458,201309.0808,78838.4898,63621.9882,56805.8528,124517.1760,102192.5834,47974.4313,68192.3467,40588.0359,33288.4132
2023-04-13,829405.1599,882923.7399,801682.7541,201065.9427,79001.8530,63456.6072,57500.3867,127306.2993,104917.3268,50215.4936,70215.8198,41437.9655,34287.4652
2023-04-14,831933.7727,880766.9301,800175.6227,203307.3642,79137.9806,63222.3253,57067.4535,125681.1339,106323.6656,50269.4364,70579.0860,41138.7322,35206.5951
2023-04-17,831455.1987,883927.2805,800853.7889,205161.2866,79854.9448,61926.8725,57787.7767,126849.4785,103491.4929,50382.2230,69741.0241,41093.4675,35166.6321
2023-04-18,834426.1484,884503.7797,800903.9512,210213.9350,79991.0868,61864.8533,58244.6490,126660.5895,102055.8628,50166.4558,69431.9179,40909.9034,34886.8949
2023-04-19,833807.0159,884354.3897,800527.2269,212219.8133,79165.2162,61975.1073,58445.4530,126695.7793,101743.3564,51147.2272,68734.0679,39753.1894,33927.8059
2023-04-20,826313.9975,879528.4016,794423.6527,205936.2702,81034.7485,62092.2482,58309.1241,125667.9326,102827.3925,50906.9355,67896.0012,39074.2502,32569.0945
2023-04-21,823393.1496,880211.6273,795252.4619,206050.2516,77477.1705,60934.6076,58298.0778,125514.2334,102944.5880,52451.6511,67838.6364,39194.9496,32688.9835
2023-04-24,819952.5608,881129.9763,793594.8435,205465.2129,76814.6560,60342.0056,58449.1425,123761.6615,103491.4929,52083.8618,67806.7834,39368.4570,32369.2872
2023-04-25,797480.5675,867143.0488,778624.6339,199379.2240,74681.9374,57744.2077,57295.8933,120972.5932,101421.0687,50298.8583,66137.0254,38619.1096,30930.6498
2023-04-26,814810.1003,863470.1268,783346.8335,204811.7620,74645.6474,59218.8206,56758.8741,129735.1914,101284.3406,51480.6896,66726.5409,39217.5838,30930.6498
2023-04-27,839519.0547,880660.2036,804646.5426,206863.2242,75934.3503,60252.4281,56963.3602,133890.3216,105073.5875,53854.1544,76018.5321,39418.7481,31250.3481
2023-04-28,845955.9469,888176.7694,810197.4733,210836.9918,76506.0962,61582.3367,57708.5549,134957.6624,104829.4376,51711.1677,76579.3750,40273.7118,30970.6128
2023-05-01,854242.5206,887279.7522,809268.1835,219658.2731,76215.6888,61802.8394,58763.2431,134210.9625,104692.7095,50043.8594,77490.7330,40273.7118,31090.4999
2023-05-02,836317.1935,877307.5288,802210.1994,214339.6584,75289.9952,61954.4360,56404.2411,134145.0934,102856.6914,50818.6659,76235.2255,33941.9663,30331.2201
2023-05-03,825612.2611,871285.6758,796960.5546,211239.6806,75054.0374,56242.0313,56483.4629,133701.4740,102944.5880,50828.4757,75530.9952,33376.1830,30211.3330
2023-05-04,826394.7454,865114.5004,794147.3310,209416.1668,75770.9798,59680.4974,56203.4408,134145.0934,102241.4299,51000.1100,74412.5193,34032.4918,29492.0163
2023-05-05,844819.6736,881129.9763,811026.7505,217910.7517,77114.1468,61906.1959,58042.0021,136446.6341,103100.8412,51814.1520,74176.7043,34696.3440,29611.9014
2023-05-08,855252.1297,881364.7610,813035.8951,221489.3963,77631.4576,65489.3718,57944.3626,135568.1686,105249.3657,51897.5166,74332.8623,34718.9783,30930.6498
2023-05-09,856082.3215,877499.7855,807886.7309,217082.5459,77195.8248,65503.1509,56972.5746,134843.4572,104839.2039,52284.9218,74364.7202,34832.1342,38163.7882
2023-05-10,870918.4171,881599.8167,816678.0839,219468.3138,77050.6283,66853.7307,57687.3728,137175.7597,109136.2906,54035.5985,74272.3123,35516.1036,39722.3069
2023-05-11,872215.6239,880062.1018,819340.5085,217135.7101,75716.5230,66908.8577,57816.3303,136209.4366,113843.5616,55011.4649,75135.8565,34955.3467,39482.5365
2023-05-12,866690.7073,878909.1035,816401.5281,215327.3860,75716.5230,65640.9684,58136.8847,135708.7351,114761.5857,54069.9253,74504.9273,34859.7948,37963.9770
2023-05-15,876868.7375,881941.3956,820822.4418,219984.9695,77740.3568,67115.5813,58933.6543,135923.9442,113784.9638,54530.8853,76114.1352,34696.3440,38043.9030
2023-05-16,886341.2704,876047.6686,821751.6535,221960.4682,77940.0173,69926.9950,59084.7189,136925.4021,116714.7919,55609.7360,76101.3891,34233.6599,37844.0918
2023-05-17,909083.2190,886681.9212,831698.3777,229292.5270,82477.7385,71491.1853,60561.2905,138219.5580,118013.6789,56639.5452,77270.8543,34155.7082,40961.1331
2023-05-18,940840.8617,895223.5626,847145.7923,240689.5501,84084.1134,74371.5051,62443.1484,140209.2175,119957.1489,57939.0680,78660.2031,35571.4249,46915.4822
2023-05-19,935609.7330,893921.1065,845236.8944,237543.9594,84020.5732,72917.5635,62843.8204,140129.9683,119888.7923,57007.3345,78274.6252,36187.4993,46795.5971
2023-05-22,939924.5477,894284.0172,848075.1601,236875.3478,83240.0761,74419.7399,62486.4414,141380.1061,122125.2286,56399.2573,79128.6184,36554.6276,47315.1046
2023-05-23,932300.5248,884247.7309,837324.5909,233167.5320,82078.4319,74502.4304,63235.3145,138774.2061,119693.4665,56389.4475,78625.1453,35322.4789,50512.0718
2023-05-24,928299.2102,877841.4999,833029.5901,232027.7905,81797.0644,74605.7870,62593.2990,138153.5239,118072.2842,57252.5273,79412.2374,35511.0733,48873.6233
2023-05-25,1021813.7258,885443.3927,853299.6068,288572.1848,91616.7427,82929.7739,67131.6883,143466.6439,120591.9430,56394.3524,80521.1526,39277.9316,51311.3127
2023-05-26,1059990.4318,896910.5320,875101.7971,295911.8094,93667.7760,87532.7729,74862.7068,146534.7277,121695.5116,58900.2234,83500.5828,42836.0820,54548.2391
2023-05-30,1070163.1211,897252.2464,879070.5479,304763.5284,92551.5052,86320.0053,73997.7544,145795.2336,120777.4950,59660.3227,83653.5360,43859.5191,58784.2214
2023-05-31,1041463.5828,892276.7329,874072.0267,287462.8664,89474.9191,81455.1610,74423.3125,144553.8691,119996.2141,59130.7053,84354.5859,41827.7280,58784.2214
2023-06-01,1061278.2808,900754.3789,884169.3158,302172.6404,89701.8008,82323.3928,72764.3585,146398.2590,120826.3265,60204.6474,86868.7665,41913.2233,58104.8657
2023-06-02,1060688.5883,913780.3616,890800.4132,298806.6091,89792.5622,81213.9870,74795.4419,147639.6234,121754.1094,60930.4198,86868.7665,40862.1255,58024.9435
2023-06-05,1062432.9164,912029.1938,891428.1051,297621.3709,88984.8511,81262.2218,73901.9614,147877.3572,123062.7777,61445.3263,86480.0229,40894.8164,60902.2106
2023-06-06,1064287.6887,914015.0109,891277.5402,293693.2016,90591.2043,85603.3754,72768.9656,146882.4863,124332.3584,62087.7303,86393.9806,40153.0086,61781.3775
2023-06-07,1033246.2519,910854.6605,876156.6877,284764.5753,91017.7611,81193.3157,73011.2307,142348.5194,119634.8612,59449.4567,83997.6952,39124.5413,58704.2954
2023-06-08,1050037.6484,916364.0774,887032.7017,292629.3945,90700.1180,83412.1273,74076.9542,143176.1186,119283.2896,60930.4198,84309.9623,40816.8647,60702.3994
2023-06-09,1057162.3750,918008.3156,890423.6889,294605.0530,93295.6905,86078.8312,74115.6473,143849.5923,119371.1863,60528.3037,84427.8674,40867.1558,60023.0476
2023-06-12,1085541.4614,926336.2330,905469.1810,300015.3726,97161.8354,89021.1702,78789.4588,146076.9443,120748.1962,62068.1144,86371.6443,42748.0698,62540.6553
2023-06-13,1095842.4748,932443.6840,912426.6844,311717.5128,96925.8848,85810.0937,78398.9007,147151.0094,120933.7482,62112.2511,86457.7160,42396.0284,63939.3297
2023-06-14,1118039.0647,933553.9511,919057.8599,326725.1284,97479.4785,87739.4965,81628.3655,148493.5702,120777.4950,61994.5558,87104.5766,42516.7277,63579.6703
2023-06-15,1121929.0661,945127.9523,930009.2344,324111.1799,95855.4652,85610.2623,81375.0651,153230.0262,122164.2787,62332.9232,89806.7683,41106.0413,66337.0561
2023-06-16,1109642.2812,941908.6179,924156.7838,324407.4822,95299.5409,82743.7269,79963.8828,150690.1466,120640.7744,61538.4970,89542.2905,39677.7508,65138.1891
2023-06-20,1112819.0287,937021.7497,922833.7628,332887.7341,94761.8341,81951.2934,79956.5112,148806.1116,120220.8313,61680.7093,90603.4262,38850.4516,63100.1258
2023-06-21,1087591.4361,932220.7502,910257.7695,327089.8864,92629.2820,77251.8249,78496.1490,146829.6672,117730.4790,61214.8444,89746.2281,38098.5871,58504.4880
2023-06-22,1094306.3780,935585.7500,920997.4949,326937.9596,93987.1923,76280.2313,78011.8309,149536.7911,120269.6553,63823.6923,90778.6862,38533.6144,56146.7246
2023-06-23,1081418.3127,928512.7493,911867.4879,320737.3068,92875.3583,75804.7754,76133.8452,147472.3516,119478.6155,63421.5799,92005.5162,37422.1650,56066.7986
2023-06-26,1055184.3079,924719.1505,899643.3328,308753.9670,91234.9152,74082.0963,76085.6964,144646.3472,115572.1581,62440.8086,88736.0964,37925.0835,55707.1393
2023-06-27,1081168.2464,934857.0843,915111.8888,318206.8875,93030.2967,76066.6208,78564.6864,147274.2493,115562.4068,63348.0176,91470.1508,39260.3314,58384.5990
2023-06-28,1078499.7223,935328.6177,916897.7604,312439.4483,91973.1222,75915.0242,78522.0882,147837.7120,117369.1261,63279.3639,90909.3423,39192.4363,61062.0588
2023-06-29,1075473.6691,939015.0160,915061.7265,310197.7509,91717.9554,76652.3306,79876.8800,147485.5530,116314.3889,62720.3283,89711.1800,40054.9397,60742.3624
2023-06-30,1096426.6357,950096.1520,929172.0778,321443.9945,91973.1222,78492.1560,80326.9220,149902.2064,116900.3515,63926.6766,91447.8537,40751.4828,61261.8699
2023-07-03,1100273.6250,951189.1506,931360.2620,274825.8770,112065.3954,89184.8853,77547.0714,163232.4261,131791.0353,65714.9481,87420.7050,54090.6501,44400.6314
2023-07-05,1099759.1487,949774.6181,931335.2198,274203.8921,109718.7042,87744.9269,76257.0402,163309.7330,133824.5040,65795.6932,89972.8414,54016.2285,44915.5853
2023-07-06,1091130.4397,942337.2846,924242.2079,272817.1931,108002.1593,87383.0177,75030.7126,164816.5081,132021.8663,64776.3070,89245.4108,53752.3721,43284.8929
2023-07-07,1092182.1555,939958.0828,921173.6481,275409.0776,108893.0335,87144.3044,74920.1029,162860.5866,131329.3734,65492.9028,88799.1756,53447.9239,43885.6747
2023-07-10,1089737.2818,942337.2846,921475.4020,273316.1630,108393.2601,87460.0195,77661.2097,160257.4690,127998.8798,64155.5912,89890.3309,53972.2559,46632.1028
2023-07-11,1095390.0518,948338.6185,926028.1575,274774.0408,110012.0471,85719.7499,78043.4523,160566.5456,128757.3075,64988.2572,91170.9961,54181.9866,47175.6688
2023-07-12,1121411.6021,955968.7505,937723.9312,284474.2467,112880.2463,88230.0496,78742.4312,162850.9157,130724.8329,66007.6434,94548.3591,55491.1208,47461.7564
2023-07-13,1151528.1988,963556.2867,953645.1962,297919.7857,114694.5578,89261.8871,78778.7164,165487.8589,136891.1992,67773.9030,95792.3519,57037.0537,47890.8851
2023-07-14,1146646.9071,962956.0856,953444.0009,294628.0256,114227.4163,89277.2910,78621.2078,166733.8515,137858.4740,67965.6630,94404.7155,56012.0718,46918.1905
2023-07-17,1160311.5489,966299.6860,962347.7705,301055.9132,113847.1612,91109.9605,80547.4226,166970.5096,137012.1276,67400.4625,94939.5998,57649.3361,49779.0558
2023-07-18,1173037.2631,973479.8872,970220.4434,307749.5697,112065.3954,90809.6492,79935.1287,173615.8840,136033.8439,67032.0733,95376.6598,58694.6138,51724.4451
2023-07-19,1168200.2406,975644.6880,969994.0500,305047.4496,111967.6374,89654.6041,79752.8709,171486.0523,134132.2787,68308.8260,96587.0261,59624.8783,51638.6172
2023-07-20,1128353.6102,969171.7529,947633.7553,294958.4846,106318.1945,84895.8179,78599.9802,167521.0571,131021.6156,65583.7430,92463.8634,57984.2331,49006.6209
2023-07-21,1116101.8990,969171.7529,944791.5889,287111.4787,105655.4509,85434.8366,79344.0903,166023.9076,131922.9218,65603.9254,89939.2337,58062.0356,47004.0184
2023-07-24,1119921.9197,973501.3544,946300.7487,289074.8895,106741.8928,85173.0292,79772.3376,166671.0435,133582.6811,64998.3523,89129.2738,58089.0985,46689.3215
2023-07-25,1138458.8917,976158.9526,952714.6582,295988.7694,108990.7915,87013.4006,81223.3922,169505.9611,134330.1338,65164.8862,90003.4220,58890.8157,47347.3192
2023-07-26,1130090.1449,976309.0875,949545.2276,294517.8644,108002.1593,84772.6103,79020.2549,163126.1970,142090.3161,64670.3280,91256.5806,55629.8160,47004.0184
2023-07-27,1132577.8245,969836.2202,947281.6830,297420.8405,107936.9643,85550.3423,79059.1814,159721.4203,142233.1945,64720.7957,95272.7344,54459.3770,46202.9741
2023-07-28,1156509.3813,979331.0185,964536.1887,302928.6045,109577.4772,86982.5987,79613.0681,163415.9470,145728.5674,66719.1955,99481.4910,51110.4217,50952.0102
2023-07-31,1160293.7525,981195.8880,965039.1379,302792.4880,107719.6880,88091.4440,79512.1918,162232.7473,145882.4378,67461.0175,97378.6356,52463.5337,56759.5688
2023-08-01,1172315.7086,978388.2226,962800.6354,301354.0024,106904.8544,90555.5379,81401.2410,162435.5647,144596.4133,66456.7777,98634.8400,62787.7797,57188.6975
2023-08-02,1128263.9227,964777.8853,941672.7887,286852.3472,103971.4861,84202.7896,78950.3605,158166.3208,141112.0409,64700.6132,96067.4274,59969.9234,54270.6135
2023-08-03,1130454.8595,962013.0866,940163.6290,288446.3415,103189.2586,87128.9063,78302.6897,157760.6407,141188.9676,65053.8636,95725.1082,60132.2953,53526.7879
2023-08-04,1138525.5703,957662.0856,935762.0625,289515.5096,104471.2510,89184.8853,78008.0474,158301.5324,140815.2582,70433.3873,94973.2169,60754.7308,52067.7514
2023-08-07,1152924.6389,966021.0865,943684.8977,294291.1027,104677.6729,89947.2134,79371.5156,159426.7972,144574.4463,71770.6950,96755.1304,60643.0984,51466.9668
2023-08-08,1135267.0241,961820.0850,935661.4258,289411.8620,102656.9049,87190.5102,78141.6664,157466.0176,144431.5341,70620.1037,95557.0133,61042.2640,48749.1480
2023-08-09,1102830.4991,955390.2198,925374.0973,275739.5365,102102.8339,85065.2255,75272.2441,155621.1682,142519.0191,69565.3963,93286.0630,60030.8161,43628.1964
2023-08-10,1102724.7563,955733.1531,927084.2963,274663.9291,102993.7168,84880.4199,74579.4699,155959.2274,142551.9273,69923.6904,93448.0286,59638.4124,44085.9344
2023-08-11,1083668.4506,955175.6833,921173.6481,264730.4478,99940.8302,82832.1370,73416.8529,155031.9673,142409.0319,69847.9966,92194.8983,59178.3541,44085.9344
2023-08-14,1117021.7581,960448.3515,931511.2170,283508.7757,101114.1585,86227.9725,75570.4429,156495.2912,144354.6242,70938.0329,93585.5805,60254.0756,44972.8039
2023-08-15,1109213.9590,949260.2181,921626.4350,284720.4997,99604.0442,85742.8498,74545.8468,155442.4753,142650.8887,69474.5561,92289.6580,60771.6406,43971.4999
2023-08-16,1097926.9929,942294.4179,911867.4879,281778.6650,99712.6823,82539.5277,73702.6352,155064.9781,141463.7749,68162.4822,89948.3994,61353.4791,44200.3689
2023-08-17,1087242.4675,935114.0812,901907.1114,280858.5414,99560.5837,80421.9449,73181.4843,153361.3752,142804.7422,67612.4127,87136.4543,61823.6853,40481.2435
2023-08-18,1083151.2803,935564.2828,900775.4561,280566.9658,98973.9153,81199.6711,73070.0012,153167.8214,140100.7898,67228.8848,86574.0634,61072.7078,41196.4598
2023-08-21,1122181.6580,941651.4178,915287.9640,304334.7204,100560.0875,83332.6577,76547.2455,155781.2436,141101.0658,67965.6630,88606.6293,62469.7976,41482.5474
2023-08-22,1112209.7633,939100.8171,913980.1555,295917.4915,100212.4385,81361.3826,75719.9720,156061.9563,141881.4352,67748.6691,87903.6313,63433.8919,41968.8947
2023-08-23,1139553.8013,949560.2848,928392.2608,305300.2162,102363.5793,84264.3934,77559.4530,158259.1826,145497.7195,68389.5712,89933.1326,64215.3133,43771.2402
2023-08-24,1112876.3121,936400.2168,908547.2584,305604.7446,100527.4901,78389.0659,75602.2912,154856.8651,142650.8887,66532.4714,87643.8226,60616.0356,40452.6369
2023-08-25,1109784.6453,943001.6841,915589.8740,298185.4555,101146.7646,78735.5771,75368.7043,156313.6412,142760.8082,67249.0672,87261.7664,61194.4881,41568.3726
2023-08-28,1120811.0096,948981.4832,922481.5345,303479.3859,102124.5598,79012.7884,76188.0332,156662.0653,144002.8818,67188.5122,88716.6464,61553.0671,41883.0695
2023-08-29,1152518.1303,962698.9533,942628.2909,316108.4241,103297.9140,81561.5862,78740.6494,158941.6075,147915.9319,68081.7371,91079.3011,62733.6540,44057.3251
2023-08-30,1160066.3402,966664.2220,947885.2689,319218.6955,102971.9650,82077.5049,78948.5927,159125.5055,149355.8606,68162.4822,90195.9871,63291.8158,46717.9308
2023-08-31,1161813.2625,965249.4187,950727.5913,319808.3602,101657.3924,81407.5825,81656.9568,158627.0240,149674.5934,69646.1337,90437.4456,66042.0124,42855.7615
2023-09-01,1155706.9743,967049.8866,949721.3808,314326.4771,101244.5571,84279.7915,77200.2197,159062.5617,149114.0208,69701.6451,90587.2184,66762.5462,43427.9367
2023-09-05,1161815.2738,962870.4200,950928.7086,314579.1941,102776.3974,85303.9329,77169.2728,161429.2174,149234.9322,69272.7009,91739.4880,66796.3761,43513.7619
2023-09-06,1145773.4277,956397.4850,942553.0084,304968.8657,100234.1644,84148.8878,77178.1048,161104.9329,147795.0204,68308.8260,91439.9517,66823.4338,43771.2402
2023-09-07,1134250.4857,953461.0841,935812.3808,299655.0974,97833.1499,82077.5049,75829.6873,159667.5438,148674.3427,69565.3963,91287.1236,66146.8778,43513.7619
2023-09-08,1132511.0593,954897.0838,937119.9552,295319.7777,97387.7343,81692.4899,75875.6920,161777.6566,149905.4413,69757.1564,91048.7392,66461.4790,43284.8929
2023-09-11,1138023.6740,961177.2204,948161.9027,292766.5288,97344.2566,81099.5693,76016.3751,163553.8592,150498.9897,72214.7856,94004.3184,65351.9276,45173.0636
2023-09-12,1126233.2886,955904.5521,937648.3367,290770.5749,98300.3173,81091.8673,74722.8153,160567.7526,148762.2783,71271.0931,92201.0088,63944.6898,44600.8911
2023-09-13,1139773.6705,957019.0178,941220.0798,294756.0187,99104.2707,82939.9407,75466.9254,162644.0097,150268.1756,73097.9154,93240.2061,63626.7077,44629.5004
2023-09-14,1147261.1687,965270.8859,948916.4436,295378.0780,99891.6579,82108.3068,77122.3737,163921.6855,151796.0400,73032.3090,95275.7991,63447.4208,45287.4981
2023-09-15,1115282.1827,953640.8804,932668.0704,284484.6982,97467.2694,78150.3526,75356.3228,159817.6013,151026.5865,70847.1927,91788.3814,62486.7125,43857.0654
2023-09-18,1117398.6118,954200.2464,933640.5794,284912.4645,97008.5923,78827.9829,75207.6670,159256.1759,151916.9514,70640.2862,92473.0385,62926.4749,44228.9782
2023-09-19,1111041.2035,952221.4044,931650.5480,282022.2431,96287.8237,78242.7583,75136.8852,159057.7790,151730.0375,69454.3737,93243.2708,62523.9233,43342.1088
2023-09-20,1086304.7631,943467.3259,918224.9941,273720.9956,95326.7932,77264.8168,73888.7641,155244.0332,147003.6338,68273.4972,91592.7704,61820.3044,42169.1544
2023-09-21,1058834.4794,927873.4061,901399.0133,265802.0431,93219.1043,74007.5928,71912.9042,154643.9242,143376.3237,65265.8138,90388.5334,60166.1252,40052.1147
2023-09-22,1065596.0149,925787.0250,901525.0042,269644.8817,93524.8891,74076.8927,73756.1932,153424.3040,143167.4935,65159.8348,91412.4451,61005.0532,40424.0276
2023-09-25,1074917.0466,929680.1043,905806.9769,273610.8343,94180.1261,74985.5285,74184.1051,153680.8168,144112.7675,66244.8275,91947.3294,61289.2055,40681.5059
2023-09-26,1057610.9764,916021.9567,892205.1917,271595.4387,92050.5991,73892.0871,72609.5003,151067.3644,141320.8795,63575.2519,91375.7540,60186.4211,39937.6802
2023-09-27,1070054.3922,916387.5762,894295.9378,275204.9525,93306.4738,75516.8511,72664.6514,151381.9479,143486.2432,63575.2519,91002.8823,61431.2868,42483.8514
2023-09-28,1087948.0852,921700.1992,901776.9079,279229.2301,94365.7800,79128.2941,74015.9687,151793.3309,145431.7847,63575.2519,92903.9880,62388.6090,45115.8477
2023-09-29,1090405.3878,919463.3445,902431.8263,281886.1514,94900.9033,79174.4941,73889.6375,152814.5090,143838.0194,64150.5475,91757.8101,62219.4700,45773.8454
2023-10-02,1111010.5839,919097.6573,909963.2707,290200.3518,95719.9389,79521.0052,74278.4063,155742.5298,147476.2538,65331.4202,93778.1456,63531.9903,45430.5419
2023-10-03,1082157.0949,906794.6518,893993.5597,282002.7767,93273.7210,77064.6132,72488.5145,151672.3164,145563.6881,62939.3974,91980.9559,62544.2191,42626.8925
2023-10-04,1101913.3256,913397.8121,906159.8293,285398.4320,94649.7180,80137.0317,73287.3705,154368.0243,148652.3588,64089.9887,93399.1353,62929.8558,45001.4105
2023-10-05,1105756.3276,913053.6598,903489.6813,289591.1464,95042.8724,79243.7998,73291.8284,154561.6234,148465.5295,63565.1568,93157.6769,63606.4118,45230.2822
2023-10-06,1135580.9239,923894.1872,918628.2428,296551.0176,97510.9456,82578.0257,75195.5999,158385.0251,151224.4416,64574.4480,96409.7466,65632.6989,47518.9750
2023-10-09,1139696.4639,929809.1106,923313.2302,293382.1735,97183.3141,82370.1201,76140.3586,159623.9720,152147.7486,64725.8393,97305.3003,66437.7971,50379.8404
2023-10-10,1147233.9479,934648.7103,928426.4304,296784.3424,98952.4913,83940.9822,76365.4488,158931.9064,151752.0552,65341.5076,98368.9396,65872.8734,50923.4008
2023-10-11,1163255.1758,938477.1849,935050.8968,303316.4225,100470.4574,83401.9576,77802.1793,160882.3059,154489.0004,66527.4278,100196.7006,64902.0172,51266.7071
2023-10-12,1164979.0315,932755.8725,931801.7371,304217.2283,100929.1259,83771.5747,80563.5284,160272.5109,152752.3228,66779.7505,99078.0293,65291.0348,51323.9257
2023-10-13,1138044.0110,928109.8839,920088.9566,294600.4853,98788.6670,80922.4598,78569.0193,158612.5101,150982.6356,65497.9465,96183.5832,64222.0803,49664.6240
2023-10-16,1155783.0793,937874.9522,930491.9003,298708.9937,99618.6345,81977.4031,80293.9917,160988.7915,152895.1844,66890.7732,98158.0430,66586.6402,49664.6240
2023-10-17,1140548.2696,937831.9501,927444.0919,284730.9759,99378.3812,80960.9636,78677.5467,160708.1090,153576.6684,66345.7550,99029.1265,66102.9051,51037.8381
2023-10-18,1116724.9077,925335.1303,915277.9003,273442.2986,97849.4832,78673.9733,78911.5179,159764.3434,151642.1357,64660.2407,96880.4425,65693.5865,49206.8860
